Age,Income,Churn,Outage_sec_perweek,Yearly_equip_failure,Techie,Tenure,MonthlyCharge,Bandwidth_GB_Year,SatisfactionScore,features_score
0.471910112,0.118382492,1,0.59650867,0.333333333,0,0.205067961,0.594350514,0.274246778,0.4375,0.363636364
0.370786517,0.121348957,1,0.567178295,0,0,0.131572537,0.671962948,0.184965066,0.296875,0.545454545
0.528089888,0.215762993,0,0.739398827,0,0,0.072187757,0.473666784,0.098468719,0.453125,0.272727273
0.539325843,0.034933316,1,0.533041668,0.166666667,0,0.091356167,0.663325482,0.124130707,0.4375,0.636363636
0.707865169,0.098036274,1,0.484107506,0,0,0.044091889,0.55125183,0.052672305,0.390625,0.363636364
0.449438202,0.251309904,0,0.356777581,0,0,0.248337111,0.387562521,0.224401444,0.390625,0.181818182
0.752808989,0.048387316,1,0.49072352,0,1,0.18225115,0.602983754,0.199945439,0.484375,0.545454545
0.629213483,0.137114577,0,0.336970074,0,1,0.324256962,0.559872498,0.314827835,0.53125,0.363636364
0.269662921,0.101515369,0,0.462466661,0,1,0.087663845,0.473819941,0.189033921,0.453125,0.545454545
0.887640449,0.197903212,0,0.500408834,0,0,0.174766071,0.9482133,0.237666932,0.46875,0.727272727
0.685393258,0.248057305,1,0.272791332,0.166666667,0,0.098891601,0.439213086,0.180295737,0.5,0.272727273
0.426966292,0.042545192,1,0.427353199,0,1,0.129791898,0.724214227,0.196014819,0.484375,0.454545455
0.314606742,0.081778419,0,0.780140273,0,1,0.31081196,0.50819003,0.363724497,0.46875,0.363636364
0.494382022,0.100929739,1,0.214059825,0,0,0.066660849,0.836287879,0.175483706,0.46875,0.818181818
0.730337079,0.140896529,0,0.341924776,0,1,0.13953976,0.396277182,0.137029416,0.390625,0.454545455
0.393258427,0.210635313,0,0.421714225,0.166666667,0,0.11328703,0.646732882,0.188276185,0.453125,0.636363636
0.348314607,0.143310466,0,0.593145761,0.166666667,0,0.111012531,0.516926272,0.157461635,0.34375,0.454545455
0.382022472,0.288449742,0,0.549269725,0.166666667,1,0.100432395,0.430661204,0.177376198,0.46875,0.363636364
0.764044944,0.3670464,1,0.286521462,0,0,0.064274116,0.758759054,0.145096435,0.390625,0.727272727
0.696629213,0.132410225,0,0.554383761,0,0,0.139627812,0.594460022,0.213878386,0.484375,0.363636364
0.584269663,0.139979575,0,0.432580751,0.166666667,0,0.057931977,0.413581913,0.138461252,0.5,0.545454545
0.359550562,0.036754014,1,0.393912087,0,0,0.063454807,0.758759054,0.173808753,0.328125,0.545454545
0.528089888,0.485958053,1,0.506690963,0.166666667,0,0.084515486,0.482371822,0.162359677,0.390625,0.454545455
0.741573034,0.050195616,0,0.535824797,0.166666667,0,0.037920676,0.55125183,0.080614022,0.515625,0.454545455
0.786516854,0.299463964,1,0.108953866,0,0,0.119097504,0.637405549,0.201560955,0.328125,0.545454545
0.460674157,0.337407315,1,0.249460966,0,0,0.135324126,0.870684474,0.220311317,0.53125,0.636363636
0.662921348,0.295742151,0,0.247949967,0,0,0.131709038,0.387562521,0.123891587,0.53125,0.272727273
0.516853933,0.118437378,0,0.337510257,0,0,0.117334808,0.620276254,0.148772794,0.4375,0.454545455
0.786516854,0.474920269,0,0.09998352,0,0,0.088417874,0.697695571,0.13296368,0.390625,0.636363636
1,0.122058071,0,0.234759574,0,0,0.100715254,0.680564285,0.196177613,0.53125,0.636363636
0.842696629,0.288291148,1,0.308750737,0.166666667,0,0.203337775,0.879361363,0.269019657,0.4375,0.545454545
0.292134831,0.12611901,1,0.349440785,0.166666667,1,0.162729638,0.60303546,0.252131764,0.53125,0.545454545
0.280898876,0.245849239,0,0.537447722,0.166666667,0,0.057399895,0.585858685,0.097881592,0.421875,0.545454545
0.943820225,0.110554355,1,0.532817279,0,0,0.040103745,0.663221781,0.071691201,0.4375,0.454545455
0.775280899,0.194100634,0,0.533195768,0.333333333,0,0.045876057,0.628828136,0.100207802,0.484375,0.454545455
0.348314607,0.076480326,0,0.48642015,0.166666667,0,0.071643374,0.482371822,0.183474347,0.484375,0.363636364
0.853932584,0.13887475,1,0.646746549,0,0,0.044966739,0.473743979,0.114460054,0.390625,0.363636364
0.842696629,0.140371617,1,0.726608178,0,0,0.037960378,0.749491774,0.123217777,0.515625,0.545454545
0.831460674,0.188162991,1,0.564269072,0,0,0.044168697,0.724214227,0.101240444,0.3125,0.727272727
0.550561798,0.089628881,0,0.480052283,0,0,0.220278581,0.361746288,0.255520326,0.5,0.181818182
0.528089888,0.136355444,1,0.660859877,0.166666667,0,0.163019515,0.905054563,0.233021249,0.34375,0.454545455
0.224719101,0.212031717,1,0.689764845,0,0,0.09731025,0.525532124,0.157054498,0.578125,0.636363636
0.292134831,0.233286584,1,0.514225294,0,0,0.077252884,0.603027402,0.183858045,0.40625,0.454545455
0.808988764,0.031347463,0,0.419412231,0.166666667,0,0.201812201,0.758610822,0.228691357,0.4375,0.454545455
0.460674157,0.130778557,0,0.495208133,0,1,0.082027617,0.559872498,0.132958855,0.53125,0.454545455
0.292134831,0.115683233,1,0.58200126,0.166666667,0,0.045284832,0.637444972,0.174339664,0.453125,0.727272727
0.617977528,0.190890523,0,0.485396746,0,0,0.262680951,0.749531197,0.310134852,0.46875,0.727272727
0.516853933,0.042723137,0,0.401407581,0.166666667,0,0.198005248,0.758610822,0.233161394,0.453125,0.454545455
0.97752809,0.059437151,1,0.369062853,0.333333333,1,0.110888863,0.646685401,0.138295224,0.4375,0.545454545
0.438202247,0.079661082,0,0.32940021,0.166666667,1,0.082917362,0.602983754,0.135211889,0.484375,0.636363636
0.91011236,0.18492731,1,0.537770163,0,0,0.277125768,0.870684474,0.305944947,0.484375,0.545454545
0.93258427,0.178269777,0,0.492407937,0,0,0.206361354,0.448112807,0.201948985,0.421875,0.545454545
0.561797753,0.413717692,1,0.72552831,0,0,0.036112498,0.559976199,0.073844854,0.40625,0.363636364
0.97752809,0.040183707,1,0.503618874,0.166666667,0,0.165599417,0.628851692,0.181098066,0.4375,0.545454545
0.853932584,0.086568325,0,0.500985225,0,0,0.082957599,0.482268121,0.166977656,0.359375,0.454545455
0.280898876,0.075226795,1,0.514755692,0,1,0.151051478,0.689844138,0.237480373,0.390625,0.454545455
0.382022472,0.372276939,1,0.40461292,0,0,0.222271164,0.698521026,0.296224868,0.375,0.636363636
0.516853933,0.10823671,0,0.424243566,0.166666667,0,0.175429518,0.55125183,0.172988036,0.515625,0.363636364
0.820224719,0.137034778,0,0.358493431,0,0,0.117979961,0.51677804,0.11832809,0.390625,0.454545455
0.640449438,0.039225502,1,0.434653149,0.166666667,0,0.111729942,0.516817463,0.155459855,0.5625,0.454545455
0.651685393,0.338111291,0,0.452281296,0.166666667,0,0.167690993,0.47377246,0.22671393,0.40625,0.454545455
0.786516854,0.131757465,1,0.629993827,0,0,0.141895616,0.646732882,0.206695094,0.4375,0.545454545
0.595505618,0.126123684,1,0.206159984,0,0,0.21533003,0.568601093,0.299585839,0.4375,0.545454545
0.348314607,0.1364286,1,0.499497892,0.5,0,0.192781085,0.551299311,0.212639965,0.390625,0.363636364
0.426966292,0.190333514,0,0.604168702,0,0,0.270684338,0.594369844,0.275845796,0.46875,0.454545455
0.292134831,0.14406226,1,0.177644126,0,0,0.1391369,0.706333037,0.176166671,0.453125,0.454545455
0.494382022,0.05766288,0,0.828405198,0,0,0.101954138,0.508250083,0.131263882,0.390625,0.363636364
0.741573034,0.095413724,1,0.529871085,0.333333333,1,0.17566106,0.559936776,0.189560393,0.5,0.363636364
0.651685393,0.338105343,0,0.403118035,0.166666667,0,0.122924302,0.413416184,0.203504322,0.359375,0.363636364
0.573033708,0.243981071,1,0.28736313,0,0,0.05141123,0.715499566,0.130966111,0.453125,0.272727273
0.382022472,0.045796748,0,0.655808342,0,0,0.041334377,0.672040143,0.115954645,0.40625,0.636363636
0.97752809,0.105549309,0,0.372769987,0,0,0.076700743,0.603031234,0.103066973,0.4375,0.636363636
0.752808989,0.049359581,1,0.591234474,0.166666667,0,0.217308115,0.827525738,0.248897173,0.453125,0.454545455
0.662921348,0.098570263,1,0.60460894,0.166666667,0,0.319555055,0.827525738,0.344262814,0.4375,0.545454545
0.258426966,0.181039333,0,0.421632185,0,0,0.239576127,0.48243385,0.334153291,0.5625,0.545454545
0.471910112,0.298893437,1,0.495611809,0,0,0.180711898,0.827525738,0.232461616,0.40625,0.545454545
0.269662921,0.183063622,1,0.559430584,0,0,0.070891015,0.723714964,0.200253792,0.453125,0.818181818
0.91011236,0.351400131,0,0.507403695,0,0,0.0489104,0.50819003,0.1150291,0.40625,0.454545455
0.876404494,0.524246207,0,0.521252428,0,0,0.112242818,0.370470658,0.205106498,0.40625,0.363636364
0.573033708,0.184341912,1,0.385462124,0,0,0.026048007,0.525579604,0.082522221,0.34375,0.636363636
0.786516854,0.199774045,0,0.474083266,0,0,0.077605029,0.2756371,0.058474743,0.390625,0.181818182
0.97752809,0.160412969,0,0.332227698,0,0,0.097330451,0.491048711,0.16510572,0.484375,0.636363636
0.516853933,0.129411778,0,0.422374553,0,0,0.019561049,0.404739296,0.102444991,0.515625,0.272727273
0.629213483,0.132086549,1,0.742215104,0.166666667,0,0.161805544,0.758658302,0.240141554,0.515625,0.636363636
0.494382022,0.044490339,1,0.632437208,0,1,0.041175015,0.5254188,0.168453187,0.375,0.454545455
0.370786517,0.119988745,0,0.702520562,0.166666667,0,0.142451389,0.602983754,0.176146496,0.46875,0.454545455
0.213483146,0.123974829,1,0.642304449,0.166666667,0,0.054061959,0.697695571,0.103614569,0.3125,0.545454545
0.348314607,0.090478241,1,0.705386011,0.166666667,0,0.044820021,0.724176454,0.130270769,0.453125,0.454545455
0.382022472,0.139004027,0,0.553649503,0,0,0.22051494,0.482420868,0.238666576,0.609375,0.454545455
0.483146067,0.137271549,0,0.366158422,0.166666667,0,0.081585356,0.482371822,0.190471578,0.484375,0.454545455
0.921348315,0.107992524,0,0.336230098,0,0,0.052172381,0.473666784,0.065945761,0.328125,0.363636364
0.404494382,0.201749049,0,0.394186618,0,0,0.040351717,0.353165926,0.077976541,0.375,0.181818182
0.539325843,0.070291776,1,0.444569814,0,0,0.020483758,0.870684474,0.113869917,0.4375,0.727272727
0.584269663,0.065090361,1,0.516579493,0.166666667,0,0.257804396,0.672040143,0.280388828,0.421875,0.818181818
0.393258427,0.063499442,1,0.512195865,0,0,0.172098017,0.836127075,0.291728011,0.515625,0.545454545
0.93258427,0.170812902,0,0.346703141,0,0,0.196835002,0.439270189,0.199854937,0.3125,0.363636364
0.224719101,0.128789648,0,0.537020905,0,0,0.053615056,0.447947077,0.114862532,0.4375,0.545454545
0.280898876,0.118441395,1,0.451744432,0,0,0.246196955,0.827525738,0.287638078,0.4375,0.363636364
0.988764045,0.123344742,0,0.508884441,0,0,0.042265353,0.603031234,0.086261006,0.4375,0.545454545
0.606741573,0.103037188,0,0.470709724,0,0,0.080933247,0.585692956,0.105947423,0.34375,0.363636364
0.516853933,0.25960513,1,0.3070647,0.166666667,0,0.06456976,0.560076951,0.124971838,0.515625,0.636363636
0.842696629,0.120265299,0,0.504786378,0,0,0.166151582,0.413416184,0.229068064,0.5,0.454545455
0.741573034,0.157051874,0,0.546239589,0.166666667,0,0.062860099,0.473666784,0.099281207,0.453125,0.090909091
0.573033708,0.040967792,0,0.378012662,0.166666667,1,0.11164473,0.715009926,0.152566845,0.5,0.636363636
0.91011236,0.357077868,0,0.713042027,0,0,0.019675175,0.516866918,0.105742381,0.421875,0.454545455
0.842696629,0.05257676,0,0.595861502,0,0,0.275490583,0.776049852,0.321532438,0.359375,0.727272727
0.606741573,0.053168609,1,0.78661677,0,0,0.220142255,0.801756986,0.335438825,0.5,0.545454545
0.820224719,0.204788863,0,0.522662288,0.166666667,0,0.221521867,0.404852619,0.214525617,0.421875,0.454545455
0.595505618,0.164244515,0,0.612980648,0.166666667,0,0.165912117,0.47377246,0.214637494,0.40625,0.454545455
0.370786517,0.201404245,0,0.527160591,0.166666667,0,0.222692038,0.758658302,0.30084906,0.390625,0.454545455
0.460674157,0.073765502,0,0.347499064,0.166666667,0,0.295746126,0.430661204,0.336526878,0.359375,0.363636364
0.662921348,0.043651485,0,0.464322243,0,1,0.068834013,0.689241174,0.18757682,0.484375,0.818181818
0.258426966,0.068806303,1,0.857991466,0,0,0.038049315,0.551239258,0.146117429,0.359375,0.272727273
0.359550562,0.087033562,1,0.638463276,0.166666667,0,0.069071044,0.844864016,0.168246888,0.34375,0.454545455
0.573033708,0.077150815,1,0.25740589,0,0,0.142839493,0.879361363,0.225856711,0.328125,0.636363636
0.516853933,0.174379559,0,0.569495233,0.166666667,0,0.035857332,0.465091346,0.048192478,0.421875,0.363636364
0.415730337,0.039899853,1,0.326259457,0,0,0.096469901,0.551239258,0.199341899,0.484375,0.454545455
0.595505618,0.059023711,0,0.699842053,0,0,0.13888271,0.482449349,0.202868366,0.46875,0.454545455
0.696629213,0.043329199,1,0.597311017,0,0,0.083830851,0.620166746,0.111118276,0.359375,0.363636364
0.640449438,0.067655283,0,0.539343994,0.166666667,0,0.125070687,0.439322594,0.1863241,0.59375,0.363636364
0.898876404,0.079438333,1,0.326082369,0,0,0.070437877,0.801756986,0.19586603,0.5,0.545454545
0.483146067,0.139546475,1,0.532944405,0.166666667,0,0.166961554,0.672064399,0.20215071,0.359375,0.818181818
0.393258427,0.201350711,1,0.448582333,0,1,0.070130192,0.922397067,0.232226699,0.421875,0.909090909
0.707865169,0.100366897,0,0.447828876,0,0,0.252398923,0.516817463,0.238530683,0.4375,0.363636364
0.707865169,0.042138897,1,0.576155313,0,0,0.212780413,0.758598249,0.304756641,0.40625,0.545454545
0.303370787,0.15894565,0,0.390071431,0,0,0.22320941,0.542747429,0.220098276,0.453125,0.272727273
0.213483146,0.247443248,0,0.483263986,0,0,0.1093539,0.43932641,0.143803498,0.390625,0.363636364
0.449438202,0.078849034,0,0.317981419,0.166666667,1,0.32818046,0.482428925,0.331077587,0.3125,0.454545455
0.471910112,0.159953604,1,0.58803,0,0,0.359219664,0.879285811,0.462343815,0.359375,0.636363636
0.449438202,0.383139482,1,0.373163393,0,0,0.130629937,0.67192682,0.226745904,0.390625,0.545454545
0.808988764,0.07110425,0,0.441498077,0,1,0.178403871,0.620228774,0.160106149,0.46875,0.545454545
0.685393258,0.06153112,1,0.821108344,0.166666667,1,0.230465042,0.60303546,0.311393774,0.421875,0.636363636
0.797752809,0.098923217,0,0.633611942,0,0,0.282706154,0.646572077,0.350937972,0.484375,0.272727273
0.764044944,0.036418828,0,0.563590349,0.166666667,0,0.166797553,0.5856694,0.18122482,0.4375,0.454545455
0.988764045,0.014716685,0,0.214573012,0.166666667,0,0.039742544,0.396340161,0.039585386,0.359375,0.363636364
0.719101124,0.455858404,1,0.287197899,0,1,0.197273497,0.525442356,0.272075052,0.359375,0.454545455
0.707865169,0.200821357,1,0.485045509,0.166666667,0,0.06918882,0.715499566,0.118619535,0.3125,0.363636364
0.595505618,0.308973402,0,0.527047306,0.333333333,0,0.321136522,0.508350834,0.297717534,0.359375,0.454545455
0.460674157,0.145642132,0,0.665886681,0,1,0.087600914,0.689683333,0.204502733,0.359375,0.545454545
0.707865169,0.086776629,0,0.367792738,0,0,0.176894491,0.473868986,0.192979264,0.453125,0.454545455
0.629213483,0.064149189,0,0.335835942,0,0,0.166733832,0.465192097,0.174413588,0.390625,0.272727273
0.303370787,0.097126582,0,0.43994447,0,1,0.03116373,0.508140574,0.077996253,0.4375,0.272727273
0.528089888,0.227432178,0,0.354099545,0,0,0.021991899,0.680639837,0.094457028,0.40625,0.545454545
0.471910112,0.122863553,0,0.710610106,0,0,0.197709392,0.560138978,0.229353079,0.359375,0.636363636
0.808988764,0.105196857,1,0.439537201,0,0,0.212240213,0.724261707,0.253102999,0.484375,0.454545455
0.651685393,0.272215641,1,0.16808846,0,0,0.057442851,0.551301285,0.148991836,0.421875,0.363636364
0.370786517,0.190791643,1,0.36684219,0,0,0.135289511,0.65540977,0.211500484,0.359375,0.454545455
